Classifier-1,Classifier-2,Classifier-3,Classifier-4,State,City,Car Brand,Car Brand Specific,Keyword,Keyword Intent,Position 1,Position 2,Position 3,Search Volume,Search Volume (Long Tail),CPC,Organic Search Share (OSS),Search Impression Shares (SIS),Search Click Distribution (SCD),SCD Adjusted SV,Clicks Per Search (CPS),SERP Features,Trend
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,cheap health care insurance,Commercial,0.27,0.2,0.14,210,630,$8.47,0.75,1.5,0.34,241,0.09,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.36,0.44,0.36,0.36,0.44,0.54,0.67,0.67,0.67,1.00,0.82,0.54"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,cheap health insurance companies,Commercial,0.28,0.17,0.1,210,630,$9.00,0.71,1.3,0.32,186,0.09,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.65,0.65,0.65,0.54,0.54,0.81,0.81,0.65,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Indiana,-,-,-,cheap health insurance in alabama,Commercial,0.32,0.26,0.18,210,630,$12.88,0.68,1.4,0.33,198,0.08,-,"0.25,0.30,0.30,0.37,0.37,0.42,0.67,1.00,0.25,0.20,0.20,0.30"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Indiana,-,-,-,cheap health insurance in md,Commercial,0.26,0.19,0.14,210,630,$4.93,0.68,1.5,0.33,212,0.08,"Adwords top, Featured snippet, People also ask, Adwords bottom, Sitelinks","0.42,0.19,0.35,0.42,0.42,0.54,0.42,0.54,0.65,1.00,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Minnesota,-,-,-,cheap health insurance mn,Commercial,0.3,0.22,0.11,210,630,$5.76,0.91,1.3,0.33,246,0.02,"Featured snippet, People also ask, Sitelinks","0.65,0.81,0.65,0.54,0.54,0.54,0.65,0.81,0.81,1.00,1.00,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Oregon,-,-,-,cheap health insurance oregon,Commercial,0.28,0.19,0.12,210,630,$7.96,0.89,1.4,0.34,267,0.04,"Adwords top, Featured snippet, People also ask, Sitelinks, Adwords bottom","0.66,0.66,0.53,0.53,0.44,0.44,0.66,0.66,0.66,1.00,1.00,0.53"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Utah,-,-,-,cheap health insurance utah,Commercial,0.28,0.17,0.1,210,630,$6.53,0.7,1.3,0.32,183,0.07,"Adwords top, Featured snippet, People also ask, Adwords bottom, Sitelinks","0.42,0.54,0.54,0.65,0.54,0.54,0.65,0.54,0.54,0.81,1.00,0.54"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,cheap high risk auto insurance,Informational,0.22,0.17,0.08,210,630,$25.76,0.59,1.5,0.33,184,0.07,-,"0.25,0.31,0.38,0.31,0.31,0.38,0.38,0.38,0.38,0.53,1.00,0.84"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,cheap home business insurance,Commercial,0.33,0.22,0.17,210,630,$31.16,0.59,1.17,0.52,226,0.46,-,"0.14,0.29,0.14,1.00,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.14"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,cheap home insurance for tenants,Commercial,0.35,0.25,0.15,210,630,$31.06,0.48,1.38,0.54,225,0.44,-,"0.29,0.14,0.14,0.43,0.14,0.57,0.00,0.00,0.00,0.00,1.00,0.14"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,cheap instant car insurance,Commercial,0.3,0.22,0.14,210,630,$26.36,0.57,1.5,0.33,178,0.09,"Featured snippet, People also ask, Sitelinks","1.00,0.79,0.79,0.79,1.00,0.79,0.79,0.64,0.79,0.50,1.00,0.79"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Florida,Jacksonville,-,-,cheap insurance jacksonville fl,Commercial,0.26,0.2,0.13,210,630,$57.68,0.69,1.2,0.34,177,0.07,"Adwords top, Sitelinks, People also ask, Videos, Adwords bottom","1.00,1.00,0.65,0.82,1.00,1.00,1.00,0.82,0.82,0.65,0.65,0.82"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,cheap liability only auto insurance,Commercial,0.28,0.2,0.15,210,630,$21.70,0.57,1.03,0.52,192,0.45,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.15,0.19,0.44,0.19,0.15,0.15,1.00,0.19,0.19,0.24,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,cheap life insurance policies,Commercial,0.28,0.21,0.1,210,630,$34.67,0.6,1.08,0.52,212,0.42,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.32,0.39,0.32,0.26,0.21,0.26,0.26,0.48,0.39,0.72,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,cheap local car insurance,Commercial,0.27,0.16,0.08,210,630,$21.50,0.69,1.2,0.32,167,0.02,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.82,0.67,0.54,0.67,0.67,0.82,1.00,0.67,0.82,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Indiana,-,-,-,cheap medical insurance in texas,Commercial,0.34,0.28,0.17,210,630,$18.52,0.83,1.22,0.53,338,0.49,-,"1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,cheap non owner car insurance,Commercial,0.32,0.23,0.12,210,630,$15.71,0.84,1.5,0.33,262,0.02,"People also ask, Sitelinks","0.82,1.00,0.54,0.44,0.54,0.82,1.00,0.67,0.67,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Pet Insurance,-,-,-,-,cheap pet insurance for dogs,Commercial,0.27,0.2,0.12,210,630,$7.39,0.88,1.3,0.34,245,0.07,"Adwords top, Featured snippet, People also ask, Adwords bottom, Sitelinks","0.54,0.23,0.44,0.54,0.54,0.44,0.54,0.36,0.82,0.54,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,cheap private health insurance,Commercial,0.33,0.25,0.19,210,630,$8.50,0.78,1.5,0.32,236,0.04,-,"0.25,0.37,0.30,0.55,0.37,0.68,0.77,0.77,1.00,0.68,0.77,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Indiana,-,-,-,cheapest auto insurance for lapse in coverage,Commercial,0.3,0.22,0.13,210,630,$30.52,0.6,1.08,0.54,220,0.39,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnails, Adwords bottom","1.00,0.81,0.81,0.81,0.81,0.81,1.00,0.81,1.00,0.81,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Nevada,-,-,-,cheapest auto insurance nevada,Commercial,0.3,0.19,0.09,210,630,$18.94,0.79,1.5,0.72,538,0.93,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.81,0.81,0.81,1.00,0.81,0.81,0.67,0.54,0.67,0.67,0.81,0.67"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Oklahoma,Oklahoma City,-,-,cheapest auto insurance oklahoma city ok,Commercial,0.34,0.25,0.17,210,630,$47.42,0.58,1.15,0.52,219,0.44,-,"1.00,0.60,0.60,1.00,0.60,0.40,0.40,0.60,0.60,0.60,0.80,0.60"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Texas,San Antonio,-,-,cheapest auto insurance san antonio tx,Informational,0.16,0.08,-0.01,210,630,$24.82,0.48,1.5,0.32,145,0.06,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnails, Videos, Image pack, Adwords bottom","0.81,1.00,1.00,0.81,0.65,0.65,0.54,0.65,1.00,0.54,0.65,0.81"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,cheapest car home insurance,Commercial,0.35,0.28,0.23,210,630,$30.59,0.57,1.13,0.52,211,0.42,-,"0.25,0.50,0.25,0.75,0.25,0.25,1.00,0.25,0.75,0.25,0.50,0.25"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,cheapest car insurance for teenage drivers,Commercial,0.33,0.24,0.13,210,630,$51.76,0.72,1.4,0.32,203,0.08,-,"0.25,0.55,0.66,0.66,0.30,0.30,1.00,0.34,0.17,0.25,1.00,0.30"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Indiana,-,-,-,cheapest car insurance in kansas,Commercial,0.28,0.19,0.12,210,630,$29.52,0.58,1.08,0.53,209,0.43,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Videos, Image pack, Adwords bottom","0.67,0.67,0.67,0.54,0.54,0.67,0.67,1.00,0.81,0.81,0.67,0.81"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Indiana,-,-,-,cheapest car insurance in wa,Commercial,0.3,0.2,0.15,210,630,$53.42,0.62,1.03,0.73,294,0.96,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.66,1.00,0.81,0.34,0.16,0.44,0.66,0.81,0.81,0.66,0.28,0.66"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,cheapest health insurance by state,Commercial,0.33,0.28,0.22,210,630,$4.53,0.92,1.4,0.32,260,0.09,-,"0.25,0.75,0.25,0.50,0.25,1.00,0.25,0.25,0.25,0.50,1.00,0.25"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Indiana,-,-,-,cheapest home insurance in texas,Commercial,0.32,0.22,0.16,210,630,$30.38,0.56,1.5,0.34,180,0.03,-,"0.25,1.00,0.25,0.25,0.50,1.00,0.25,0.25,0.25,0.25,0.75,0.50"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Indiana,-,-,-,cheapest homeowners insurance in virginia,Commercial,0.33,0.24,0.13,210,630,$30.32,0.69,1.08,0.52,244,0.46,-,"0.14,0.14,0.14,0.43,0.57,1.00,0.14,0.43,0.14,0.14,0.57,0.14"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Florida,-,-,-,child health insurance florida,Commercial,0.28,0.19,0.08,210,630,$9.61,0.78,1.16,0.54,308,0.48,"Adwords top, Featured snippet, People also ask, Image pack, Adwords bottom","0.81,0.81,0.66,0.81,0.81,1.00,0.81,0.81,1.00,1.00,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Texas,-,-,-,child only health insurance texas,Commercial,0.31,0.21,0.14,210,630,$9.85,0.71,1.13,0.82,414,1.09,"Adwords top, People also ask, Adwords bottom, Sitelinks","0.67,1.00,0.82,0.67,0.67,0.82,0.82,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Classic Car Insurance,New Jersey,-,-,-,classic car insurance nj,Commercial,0.28,0.23,0.14,210,630,$20.04,0.65,1.18,0.34,164,0.1,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,1.00,0.82,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.65,1.00"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,cleaning business insurance and bonding,Commercial,0.27,0.17,0.07,210,630,$34.89,0.57,1.4,0.34,171,0.06,"Featured snippet, Thumbnails, People also ask, Sitelinks, Top stories","0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.54,0.54,0.81"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,New Jersey,-,-,-,commercial auto insurance nj,Commercial,0.32,0.25,0.17,210,630,$31.52,0.72,1.2,0.34,185,0.03,People also ask,"0.82,0.82,1.00,0.82,0.54,0.82,0.82,0.67,0.82,0.67,0.54,0.82"
Finance & Insurance Industry,Insurance Services,Business Insurance,Commercial Insurance,-,-,-,-,commercial insurance agents near me,Commercial,0.31,0.26,0.21,210,630,$35.99,0.59,1.2,0.33,147,0.02,"Adwords top, Sitelinks, Adwords bottom","0.29,0.54,0.54,0.36,0.54,0.44,0.44,0.29,0.67,0.54,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Business Insurance,Commercial Insurance,-,-,-,-,commercial insurance brokers near me,Commercial,0.31,0.24,0.16,210,630,$22.48,0.56,1.2,0.64,271,0.71,"Adwords top, Sitelinks, Adwords bottom","0.81,0.81,1.00,0.81,0.67,0.81,0.67,0.81,0.81,0.81,0.54,1.00"
Finance & Insurance Industry,Insurance Services,Business Insurance,Commercial Insurance,-,-,-,-,commercial liability insurance cost,Informational,0.19,0.14,0.05,210,630,$49.98,0.68,1.5,0.82,527,1.06,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.81,1.00,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.66,0.81"
Finance & Insurance Industry,Insurance Services,Business Insurance,Commercial Insurance,-,-,-,-,commercial property insurance rates,Informational,0.21,0.11,0.02,210,630,$28.96,0.47,1.3,0.73,281,0.87,"Featured snippet, Thumbnails, People also ask","0.33,0.67,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,companies that buy existing life insurance policies,Informational,0.15,0.08,0.02,210,630,$18.07,0.9,1.2,0.34,231,0.05,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.18,0.18,0.18,1.00,0.64,0.18,0.45,0.27,0.27,0.27,0.27,0.45"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,companies that offer health insurance for part time employees,Commercial,0.32,0.21,0.12,210,630,$22.89,0.57,1.3,0.34,159,0.02,-,"0.25,1.00,0.25,0.50,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,compare home appliance insurance,Commercial,0.33,0.22,0.12,210,630,$28.75,0.6,1.2,0.52,236,0.46,-,"0.22,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.44,1.00,0.33,0.11"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,compare life insurance companies,Commercial,0.27,0.17,0.11,210,630,$18.76,0.76,1.3,0.32,199,0.03,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.81,0.81,1.00,0.67,0.52,0.52,0.52,0.43,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,compare medical insurance,Commercial,0.26,0.19,0.13,210,630,$5.98,0.79,1.3,0.34,220,0.09,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.52,0.52,0.52,0.52,0.43,0.52,0.67,0.43,0.81,1.00,0.81,0.67"
Finance & Insurance Industry,Insurance Services,Home Insurance,Condo Insurance,-,-,-,-,condo hazard insurance,Informational,0.21,0.15,0.09,210,630,$22.32,0.5,1.5,0.34,161,0.02,-,"0.25,1.00,0.25,0.50,0.25,0.50,0.25,0.25,0.25,0.25,1.00,0.75"
Finance & Insurance Industry,Insurance Services,Home Insurance,Condo Insurance,-,-,-,-,condo rental insurance,Commercial,0.31,0.26,0.19,210,630,$34.55,0.57,1.2,0.34,147,0.04,"Sitelinks, People also ask","1.00,1.00,1.00,1.00,0.67,0.67,0.67,0.52,0.52,0.67,0.52,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,contractor health insurance,Commercial,0.35,0.25,0.19,210,630,$7.64,0.82,1.15,0.53,315,0.48,-,"0.25,1.00,0.50,1.00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75"
Finance & Insurance Industry,Insurance Services,Life Insurance,Term Life Insurance,-,-,-,-,convertible term life insurance,Informational,0.18,0.13,0.08,210,630,$26.54,0.61,1.15,0.64,283,0.59,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Videos, Adwords bottom","0.67,0.81,0.54,0.67,0.67,0.81,0.67,0.54,0.67,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,cost of health insurance for family of 4 self employed,Commercial,0.28,0.17,0.06,210,630,$8.18,0.79,1.2,0.62,370,0.7,"Adwords top, Sitelinks, Featured snippet, People also ask","0.81,0.81,0.81,0.44,0.66,0.66,0.81,1.00,0.66,0.81,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Indiana,-,-,-,cost of health insurance in massachusetts,Commercial,0.35,0.26,0.21,210,630,$5.57,0.9,1.19,0.54,364,0.44,-,"1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Indiana,-,-,-,cost of health insurance in ny,Commercial,0.32,0.23,0.17,210,630,$6.05,0.79,1.5,0.33,246,0.03,-,"1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.81,1.00,0.66,0.66,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Indiana,-,-,-,cost of health insurance in texas,Informational,0.17,0.06,0.01,210,630,$7.28,0.79,1.4,0.33,230,0.02,"Adwords top, Sitelinks, Featured snippet, People also ask","0.82,0.82,1.00,1.00,0.82,0.82,0.82,0.82,1.00,0.82,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,cost of life insurance by age,Commercial,0.29,0.24,0.15,210,630,$27.04,0.58,1.3,0.32,152,0.04,"Featured snippet, People also ask, Sitelinks","0.81,0.81,1.00,0.66,0.81,0.81,0.81,0.44,0.81,1.00,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Connecticut,-,-,-,ct health insurance plans,Commercial,0.27,0.18,0.12,210,630,$8.40,0.8,1.3,0.34,223,0.02,"Adwords top, Sitelinks, People also ask, Videos, Adwords bottom","0.34,0.44,0.53,0.66,0.53,0.66,0.81,0.81,0.81,1.00,0.66,0.53"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,dc auto insurance,Commercial,0.29,0.2,0.1,210,630,$38.11,0.5,1.12,0.33,116,0.02,"Adwords top, Sitelinks, Adwords bottom","0.81,1.00,0.81,0.81,0.52,0.81,0.67,0.52,0.81,0.67,0.52,0.67"
Finance & Insurance Industry,Insurance Services,Health Insurance,Disability Insurance,-,-,-,-,define disability insurance,Commercial,0.31,0.21,0.11,210,630,$17.93,0.76,1.4,0.33,221,0.09,"People also ask, Sitelinks","0.42,0.54,0.81,1.00,0.27,0.15,0.27,0.19,0.54,0.65,0.81,0.65"
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - State Generalized,Delaware,-,-,-,delaware insurance,Commercial,0.26,0.15,0.1,210,630,$28.56,0.63,1.2,0.33,157,0.03,"Adwords top, Sitelinks, Top stories, Thumbnails, Adwords bottom","0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.81,1.00,0.67,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental and vision insurance for medicare recipients,Commercial,0.3,0.25,0.16,210,630,$10.74,0.77,1.28,0.84,522,1.06,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Videos, Adwords bottom","0.67,0.81,0.67,0.67,0.67,0.54,0.67,0.67,1.00,1.00,0.67,0.67"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental cleaning without insurance,Commercial,0.31,0.25,0.15,210,630,$8.24,0.77,1.29,0.63,394,0.53,"Featured snippet, Thumbnails, People also ask","0.67,0.67,0.54,0.54,0.54,0.67,0.82,0.54,0.54,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental hygiene malpractice insurance,Commercial,0.27,0.18,0.13,210,630,$13.88,0.75,1.5,0.32,227,0.02,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.81,0.81,0.81,0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.65,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance agency,Commercial,0.31,0.21,0.13,210,630,$4.25,0.82,1.3,0.33,222,0.05,"People also ask, Sitelinks","0.29,0.24,0.19,0.19,0.36,0.54,0.19,0.36,0.36,1.00,0.44,0.44"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,Delaware,-,-,-,dental insurance delaware,Commercial,0.3,0.25,0.16,210,630,$3.78,0.8,1.22,0.84,516,1.52,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","1.00,1.00,0.81,0.81,0.54,0.81,0.65,0.81,1.00,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance for dentures,Commercial,0.3,0.23,0.13,210,630,$5.33,0.76,1.2,0.82,471,1.12,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.54,0.54,0.54,0.54,0.54,0.54,0.44,0.44,0.67,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance for invisalign,Informational,0.22,0.15,0.08,210,630,$8.61,0.77,1.4,0.33,224,0.08,-,"0.25,1.00,1.00,1.00,0.25,0.25,0.75,0.50,0.75,0.25,0.25,0.75"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance for root canal,Commercial,0.27,0.18,0.12,210,630,$5.68,0.78,1.3,0.33,211,0.1,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.66,0.81,0.66,0.81,0.66,0.81,0.81,0.66,0.81,0.66,0.66,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance immediate coverage,Commercial,0.26,0.15,0.05,210,630,$5.94,0.77,1.3,0.34,214,0.08,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.81,1.00,0.81,0.66,0.66,0.81,0.81,0.81,0.81,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance invisalign,Informational,0.19,0.09,0.04,210,630,$10.25,0.8,1.28,0.71,458,0.5,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.66,0.81,0.81,0.81,0.66,0.81,0.81,1.00,1.00,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,Montana,-,-,-,dental insurance montana,Commercial,0.28,0.17,0.06,210,630,$4.47,0.76,1.18,0.33,186,1.8,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.65,0.81,1.00,0.81,0.65,0.65,0.65,0.81,0.81,0.81,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,Mississippi,-,-,-,dental insurance ms,Commercial,0.27,0.21,0.11,210,630,$4.45,0.85,1.2,0.33,212,0.07,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.81,0.67,0.67,0.67,0.67,0.81,0.81,1.00,1.00,0.81,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,Rhode Island,-,-,-,dental insurance ri,Commercial,0.32,0.22,0.12,210,630,$4.36,0.82,1.2,0.83,515,1.74,"Adwords top, Sitelinks, Adwords bottom","0.81,0.81,1.00,0.81,0.65,0.65,0.81,0.65,1.00,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance that covers dentures with no waiting period,Commercial,0.31,0.21,0.16,210,630,$5.00,0.83,1.2,0.83,521,1.15,"Featured snippet, Thumbnails, People also ask","1.00,1.00,0.81,0.67,0.67,0.67,0.67,0.67,0.81,0.81,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance that covers root canals,Commercial,0.27,0.17,0.08,210,630,$5.36,0.69,1.4,0.32,195,0.1,"Adwords top, Sitelinks, People also ask, Adwords bottom","1.00,0.82,0.82,0.67,0.67,0.67,0.82,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance that covers veneers,Commercial,0.3,0.2,0.1,210,630,$6.60,0.78,1.4,0.34,234,0.06,"People also ask, Adwords bottom, Sitelinks","0.66,0.81,0.66,0.66,0.66,0.81,0.66,0.66,1.00,1.00,0.53,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,Vermont,-,-,-,dental insurance vermont,Commercial,0.36,0.25,0.17,210,630,$2.34,0.91,1.4,0.82,658,1.35,-,"0.26,0.26,0.32,0.32,0.26,0.39,0.32,0.32,0.72,1.00,0.39,0.39"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,dental insurance without waiting period,Commercial,0.31,0.26,0.18,210,630,$5.59,0.77,1.18,0.82,469,1.44,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.81,1.00,0.81,0.81,0.81,0.66,0.81,0.81,1.00,0.81,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,difference between home insurance and home warranty,Informational,0.23,0.18,0.1,210,630,$27.17,0.72,1.29,0.54,316,0.44,-,"0.26,0.32,0.39,0.39,0.39,0.32,0.48,0.48,0.72,1.00,0.72,0.59"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,different car insurance companies,Commercial,0.27,0.2,0.09,210,630,$53.92,0.68,1.3,0.64,356,0.52,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Videos, Image pack, Adwords bottom","0.67,0.82,0.67,0.82,0.82,1.00,1.00,0.67,0.67,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Disability Insurance,-,-,-,-,disability insurance attorneys,Informational,0.21,0.13,0.03,210,630,$52.25,0.72,1.5,0.34,231,0.02,-,"0.26,0.39,0.32,0.32,0.17,0.26,0.26,0.39,0.48,0.11,0.09,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Disability Insurance,Florida,-,-,-,disability insurance florida,Commercial,0.3,0.23,0.13,210,630,$18.91,0.91,1.13,0.84,544,1.04,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.65,0.81,0.81,0.81,0.65,0.81,1.00,0.81,1.00,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Disability Insurance,-,-,-,-,disability insurance for doctors,Commercial,0.28,0.17,0.12,210,630,$30.65,0.47,1.4,0.32,133,0.09,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.67,0.81,1.00,0.81,0.81,0.67,1.00,0.54,0.54,0.54,0.81,0.67"
